Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Utilization ;1;all; - ; - ; ;0.48254534904035246;0.48193726211720983;0.48221344326378507;0.4802973004592383;0.483319019548509;0.48217880362891824;0.47992794725085847;0.4834428387139023;0.48115847985873783;0.48306908194399534
Utilization ;2;all; - ; - ; ;0.6709045489430205;0.6695626185514204;0.6715475243030417;0.6701293723637819;0.6700540079741334;0.6699799187922753;0.6696226968265648;0.671027047663909;0.6704249257493671;0.6717837894963493
Utilization ;3;all; - ; - ; ;0.7279408935345768;0.7284979573277274;0.7281317036152036;0.7284594359135921;0.7289163050328105;0.7287289922192921;0.7296067235817386;0.7289202492075778;0.7283327980320305;0.7271971447824866
Utilization ;4;all; - ; - ; ;0.7624232902076644;0.7607681438278376;0.7626817541555624;0.7620908189719703;0.760821844504213;0.7630110276224795;0.7628567797376792;0.7617121454376332;0.7618939268912023;0.7616379447238452

Utilization Per Link;1;<6-7>; - ; - ; ;0.39807192951806053;0.4033815359273176;0.40864464521925825;0.40055797788703856;0.40038529213568685;0.3972137295031013;0.4045751990415685;0.40658553173434586;0.4097738537948854;0.4026066962837084
Utilization Per Link;1;<7-6>; - ; - ; ;0.414664749045318;0.40543736740957453;0.4031868495270525;0.4025398831956469;0.40139979284700433;0.39950733770935554;0.4073169815558998;0.3987900017470767;0.3975294631492018;0.4053950008735479
Utilization Per Link;1;<7-8>; - ; - ; ;0.4865307360171808;0.4806547532882538;0.47608464571842674;0.4856637631966338;0.47965854693387944;0.4820165472833042;0.491643272518508;0.4870106571492841;0.48499211321036434;0.4859448174308003
Utilization Per Link;1;<8-7>; - ; - ; ;0.48187880300497204;0.48807054433826114;0.487903848553688;0.48270758978708905;0.4808071979434337;0.47952429680285186;0.4890240971372879;0.4827945316594829;0.47401929268473053;0.48246619412483444
Utilization Per Link;1;<1-2>; - ; - ; ;0.4913540694336983;0.48042042079517433;0.47060563556047735;0.4794928494771321;0.49332360795667984;0.4868710410063166;0.4837019991514164;0.4788714902537979;0.48157632216038515;0.4911681932762806
Utilization Per Link;1;<2-1>; - ; - ; ;0.4739858487034275;0.47753973344648065;0.4912739536276851;0.4734736815833398;0.48403706291961296;0.48048802006638197;0.4726926647864891;0.4820384356203311;0.47175258941276105;0.48219605910099056
Utilization Per Link;1;<2-3>; - ; - ; ;0.5672331469787885;0.5594481867871308;0.5503240197669064;0.5581806973319876;0.5713787780467823;0.5718408166321758;0.5588930790925449;0.564801657224153;0.5647675768088433;0.5697951805725264
Utilization Per Link;1;<3-2>; - ; - ; ;0.5502240621958538;0.5530087353682455;0.5610434397384366;0.5596673322185575;0.5659471759802294;0.5575402450894715;0.5489700501659814;0.5635373000224685;0.5558784910275221;0.5598485911098491
