Metrics,load point,link,number of slots,slot, ,rep0,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8,rep9
Utilization ,0,all, - , - , ,0.0123846400877484,0.012484313904746058,0.012499326073330206,0.012508453072835112,0.012536108380078282,0.012383792224406212,0.012506732408993963,0.012500797365600202,0.012560347296796249,0.012393442904210494
Utilization ,1,all, - , - , ,0.014926309952606425,0.015060746166625108,0.015017056267355555,0.014976508449882771,0.014922719001981019,0.014860775103702277,0.014913417442376346,0.014920050726169653,0.014989126651384584,0.014963216945139407
Utilization ,2,all, - , - , ,0.017320027664286156,0.017413940997989527,0.01740087392766019,0.017503465392039983,0.017548875955150738,0.017428005554603446,0.01746945110973273,0.017348879955070708,0.017427357188518476,0.017471944825444417


Utilization Per Link,0,<1-2>, - , - , ,0.012431372320181988,0.012480598268331311,0.012475810334164976,0.012569075301783078,0.012541494806011423,0.012307883518137552,0.012479002290275912,0.012595408939698908,0.012565234979587498,0.012403741950096215
Utilization Per Link,0,<2-1>, - , - , ,0.012337907855306881,0.012488029541152003,0.01252284181248793,0.012447830843879393,0.012530721954136752,0.012459700930667427,0.01253446252770441,0.012406185791493716,0.012555459613997006,0.012383143858317291
Utilization Per Link,1,<1-2>, - , - , ,0.014790477257782915,0.015094062208527818,0.015006931781560671,0.01487885454260621,0.014988827405493309,0.01479581380940609,0.014972967373566775,0.01486234614459484,0.015065583975100067,0.014969526045884415
Utilization Per Link,1,<2-1>, - , - , ,0.015062142647417873,0.015027430124710703,0.015027180753139658,0.015074162357148408,0.014856610598457751,0.014925736397987208,0.014853867511175003,0.014977755307733487,0.014912669327657353,0.014956907844383362
Utilization Per Link,2,<1-2>, - , - , ,0.01740374170072247,0.017505435427446533,0.017273270494685484,0.017405088307206686,0.017608126640455347,0.01738434059248536,0.017604186569630777,0.017308481760534875,0.017361747528137166,0.01742698313115616
Utilization Per Link,2,<2-1>, - , - , ,0.017236313627837813,0.01732244656852068,0.017528477360622987,0.017601842476861872,0.01748962526983473,0.01747167051671012,0.017334715649822408,0.017389278149594584,0.017492966848888028,0.01751690651972049


Utilization Per Slot,0,all, - ,1, ,0.8329033419331613,0.8340033199336013,0.8329983400331993,0.8338783224335513,0.8349933001339973,0.8333983320333593,0.8339083218335633,0.8335933281334373,0.8350532989340214,0.8320083598328034
