Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5
Utilization ;1;all; - ; - ; ;0.07437896825396824;0.07118253968253965;0.07430555555555554;0.07969940476190478;0.07367559523809525
Utilization ;2;all; - ; - ; ;0.08643551587301584;0.09146726190476191;0.09247916666666661;0.08784424603174602;0.08630456349206346
Utilization ;3;all; - ; - ; ;0.09359623015873018;0.10019444444444446;0.09882242063492062;0.09108134920634922;0.0980565476190476


Utilization Per Link;1;<1-2>; - ; - ; ;0.036250000000000046;0.040902777777777774;0.04356944444444442;0.03916666666666672;0.04705555555555554
Utilization Per Link;1;<2-1>; - ; - ; ;0.029513888888888885;0.049597222222222216;0.04886111111111103;0.03991666666666666;0.0371111111111111
Utilization Per Link;1;<2-3>; - ; - ; ;0.05770833333333326;0.036638888888888915;0.046972222222222165;0.03422222222222219;0.031319444444444414
Utilization Per Link;1;<3-2>; - ; - ; ;0.0334444444444445;0.03901388888888888;0.030583333333333344;0.03740277777777772;0.04779166666666658
Utilization Per Link;1;<1-6>; - ; - ; ;0.05125000000000006;0.05825000000000002;0.06912499999999996;0.06123611111111109;0.06877777777777773
Utilization Per Link;1;<2-5>; - ; - ; ;0.05905555555555557;0.07712499999999992;0.06811111111111107;0.07983333333333333;0.062416666666666745
Utilization Per Link;1;<3-4>; - ; - ; ;0.05841666666666674;0.049194444444444395;0.0805416666666667;0.05600000000000008;0.03536111111111112
Utilization Per Link;1;<4-3>; - ; - ; ;0.08069444444444437;0.06887500000000005;0.05362500000000002;0.06273611111111098;0.04649999999999998
Utilization Per Link;1;<5-2>; - ; - ; ;0.07093055555555557;0.05963888888888898;0.06119444444444454;0.07697222222222222;0.06381944444444461
Utilization Per Link;1;<6-1>; - ; - ; ;0.06477777777777781;0.06011111111111121;0.0630416666666667;0.06150000000000005;0.06052777777777778
Utilization Per Link;1;<4-5>; - ; - ; ;0.09901388888888886;0.12252777777777779;0.12395833333333327;0.13886111111111107;0.11906944444444427
Utilization Per Link;1;<5-4>; - ; - ; ;0.14127777777777778;0.12279166666666655;0.10977777777777777;0.13445833333333318;0.1480000000000002
Utilization Per Link;1;<5-6>; - ; - ; ;0.11647222222222219;0.11251388888888887;0.1322916666666665;0.16073611111111102;0.128097222222222
Utilization Per Link;1;<6-5>; - ; - ; ;0.14249999999999977;0.09937500000000002;0.1086250000000001;0.13274999999999998;0.13561111111111124
Utilization Per Link;2;<1-2>; - ; - ; ;0.03859722222222222;0.03655555555555558;0.06200000000000005;0.053208333333333295;0.06912500000000006
