Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Utilization ;1;all; - ; - ; ;0.31408845501271704;0.31288873904136955;0.31233515774776605;0.31041405229958724;0.31251564388357495;0.3142903308878014;0.3132233299128241;0.31255548269124295;0.31379469301416496;0.3111518782370679
Utilization ;2;all; - ; - ; ;0.33886860771503363;0.3439405150570012;0.3398335453651977;0.3427206454516648;0.3402705666532304;0.3402961046280527;0.3392553945104862;0.33836781382575487;0.33776089202974363;0.34078969348000093
Utilization ;3;all; - ; - ; ;0.36436480098311425;0.36319072140260233;0.36332418140828504;0.36399198532682414;0.36474628217055605;0.3661380619391111;0.3646955516611947;0.36452283547070696;0.36605938423059814;0.3672420712768228
Utilization ;4;all; - ; - ; ;0.3874374503819183;0.38704140755914035;0.3889269720275436;0.38850416496625767;0.3878963328220048;0.3888651520002738;0.3872451218455965;0.387562930816162;0.3880002709721279;0.3884820607266264
Utilization ;5;all; - ; - ; ;0.40979374428367193;0.4110569061150569;0.4097344033561136;0.41103984274431515;0.41216446728717065;0.4113424080564642;0.4098137197846486;0.41155947050865477;0.412017754579296;0.4099122922929767
Utilization ;6;all; - ; - ; ;0.429854161554492;0.4302136329817038;0.42953334400601084;0.4303317056415958;0.43066052244476166;0.4305777781860172;0.43225754194817684;0.43072548292743373;0.4323736590816176;0.4294516075273806
Utilization ;7;all; - ; - ; ;0.44994812786470983;0.4499023152042291;0.44878458568819674;0.44921092686901415;0.44778119000722233;0.4468656768857388;0.4515553314586126;0.45029725281501015;0.4490048801227146;0.44903000770268137
Utilization ;8;all; - ; - ; ;0.4664969274516456;0.46705236782399995;0.4669631842046218;0.4641460894063531;0.46322288113575305;0.4675866251307201;0.4659516377083032;0.4679013221865189;0.46631792346120005;0.4671188685175059
Utilization ;9;all; - ; - ; ;0.4803806938592461;0.48086328373603254;0.48133168891088957;0.4824924173731809;0.4813183171253301;0.4816500952667261;0.4794543805629715;0.47801416042601824;0.48196134776157296;0.4811511535670739
Utilization ;10;all; - ; - ; ;0.49532874889610584;0.4954122676889883;0.4972864867578075;0.49680649112748143;0.49505295963238494;0.49479467070655436;0.4948813516063574;0.4955244708170366;0.49506887744056416;0.4925808031666506

Utilization Per Link;1;<5-4>; - ; - ; ;0.3443401599063778;0.3553275613427401;0.34322888549756886;0.3513230525764623;0.3388945255757106;0.34220795700139683;0.3499383784450573;0.3483801378086686;0.35401504584220317;0.3444062167435727
Utilization Per Link;1;<14-4>; - ; - ; ;0.3621335807293515;0.3571645161671247;0.3537869568583519;0.34264378253471134;0.3438434345356365;0.3517781676510595;0.35333337707383555;0.3502363821743649;0.3526956412198091;0.3503322000180969
Utilization Per Link;1;<3-1>; - ; - ; ;0.22189058499802589;0.22216906298761577;0.22391071173159371;0.21737710790732867;0.2168118456154951;0.2227545989809708;0.2213719325364981;0.2186418719515671;0.22584848393397275;0.22174201616390743
Utilization Per Link;1;<2-4>; - ; - ; ;0.3538050654072897;0.35260120120042027;0.34644169637741823;0.34478909445445494;0.35567638710828053;0.34761371315795536;0.3425583967898181;0.34824932322582175;0.3567160146496041;0.3496317928382418
Utilization Per Link;1;<4-14>; - ; - ; ;0.38024579074652726;0.3823077246083248;0.37695593980088044;0.3819455929959143;0.3790661368822531;0.3842740374584479;0.38870295549892997;0.37761442175334975;0.38747582574327843;0.37897571223684223
Utilization Per Link;1;<2-3>; - ; - ; ;0.2243852738131289;0.2226710634573855;0.22260650254380102;0.2141683517678008;0.21451312279306892;0.22386205484797725;0.220044890830421;0.2190717137904994;0.22179661737558237;0.21913820365824824
Utilization Per Link;1;<7-8>; - ; - ; ;0.32267461955643933;0.31764973342381075;0.31757044947256546;0.3179028200784904;0.3116237594660161;0.31797612033529216;0.32147319606705943;0.31412738445634275;0.31814803345095977;0.3192364359751457
Utilization Per Link;1;<7-6>; - ; - ; ;0.25411399987669475;0.2525240692796661;0.24866883794293826;0.24927826934761213;0.2646098723085373;0.25405207651258643;0.2607419256211466;0.2508735931429304;0.2427588767975983;0.2580236749594785
Utilization Per Link;1;<5-10>; - ; - ; ;0.2849873043325534;0.28532798125111775;0.2790308908225619;0.2771106366729953;0.2773600228850641;0.2835696805153771;0.2864849600628123;0.2814563341211522;0.2789686918935736;0.2851392193116393
Utilization Per Link;1;<3-9>; - ; - ; ;0.40263098845124085;0.4139515084552218;0.398003584967817;0.40364002829129986;0.405926232595101;0.3987116685978167;0.40585647531530467;0.40172556100417345;0.404793660958121;0.39829611676601806
Utilization Per Link;1;<4-2>; - ; - ; ;0.40483507442219746;0.4174416163323126;0.4139037176326217;0.400369270054896;0.4130281299249202;0.41405437288653635;0.40761241406645554;0.4217859359560962;0.41327279216763135;0.40405542265744204
Utilization Per Link;1;<6-7>; - ; - ; ;0.3109637815899319;0.3165533395182752;0.3177900353116901;0.31379887175868604;0.3210817758450329;0.3146555242228536;0.30937908672556413;0.3189080413767438;0.3224413342064455;0.3225425058820154
Utilization Per Link;1;<4-5>; - ; - ; ;0.31805749070630873;0.317184422448858;0.31410384334268415;0.3126272486422207;0.31139165510829425;0.30548322925292637;0.315821793507452;0.31858464631248523;0.31624407699546003;0.31493908047937513
Utilization Per Link;1;<2-1>; - ; - ; ;0.18934865649007684;0.18480435549975516;0.19066817921171228;0.18257696461358863;0.19238144477358418;0.19668513826146491;0.19690818834470677;0.19322498822295586;0.19400436442276842;0.19069042123377117
Utilization Per Link;1;<4-7>; - ; - ; ;0.3253880281496343;0.3195250311322855;0.3129726495300739;0.3099635991922422;0.3152289353617191;0.3182162554408155;0.3218679230675751;0.3058503997659412;0.3274786601248556;0.3195171578501469
Utilization Per Link;1;<3-2>; - ; - ; ;0.15726385074360535;0.15589413584827008;0.15701367720335022;0.16417757663006274;0.1616554887930858;0.16112231012601402;0.1572595204384183;0.16036198726893702;0.15715972658716745;0.15733494648140145
Utilization Per Link;1;<13-11>; - ; - ; ;0.2554305701175246;0.2526006763149631;0.24800248270832087;0.24675098514445684;0.25663136374435236;0.2523601475453434;0.24960630964834804;0.24932464297947277;0.2520171480085276;0.24364706175674328
Utilization Per Link;1;<13-10>; - ; - ; ;0.4023724692318296;0.4147141539305222;0.40847154661443874;0.40058558848195996;0.3936561553975814;0.40204895606839075;0.4047279584185733;0.3990022714419189;0.4035428719896551;0.3857059906491766
Utilization Per Link;1;<11-6>; - ; - ; ;0.41629310129896296;0.4084944578654916;0.413288105701444;0.405152249593556;0.4191386629329614;0.41722765988998445;0.40308417457167517;0.41805022104242173;0.4066487636978225;0.4047495705780834
Utilization Per Link;1;<6-11>; - ; - ; ;0.37949715971346404;0.37384477299362423;0.3803323574837701;0.37817185012945065;0.3773525170226906;0.3820010602686801;0.38370794847195805;0.37262539842089826;0.37532624912903556;0.37579278046268016
Utilization Per Link;1;<9-3>; - ; - ; ;0.37403152724615607;0.37280648391033755;0.3771119095202243;0.3776309556458461;0.37239475062034766;0.38181048747427165;0.38108063421914173;0.3755939407220492;0.3794845230956344;0.3749357343344858
Utilization Per Link;1;<14-12>; - ; - ; ;0.31931737331562504;0.30753784096236;0.31460631620941115;0.31460592254529685;0.3233389671041502;0.3204962398516898;0.3207686160476142;0.3125654040109421;0.3161558175025846;0.3212528228997243
Utilization Per Link;1;<11-12>; - ; - ; ;0.16392252165486856;0.1574427710804339;0.16425552212329278;0.15627819455148634;0.1583752038852086;0.16392027776948498;0.15889523417115528;0.1637084077468441;0.16276696003397137;0.15988793695074072
Utilization Per Link;1;<11-13>; - ; - ; ;0.247594292395358;0.2483211144368768;0.2518059078485273;0.2533334426845135;0.2512128922370856;0.2605541872083282;0.25413321068514455;0.2504173364424126;0.250044654631942;0.2450749995735969
Utilization Per Link;1;<10-5>; - ; - ; ;0.3175554508700778;0.31938862651904903;0.31837002064115016;0.32170884340175915;0.304478362252393;0.3139658640730555;0.3124195514591208;0.3185208727270939;0.317726576657608;0.3084235852040235
Utilization Per Link;1;<9-8>; - ; - ; ;0.3406380639074472;0.34983819092975077;0.348303963803967;0.33396301656935806;0.34285494396189636;0.33939782513707056;0.33774211326768533;0.3372370815842941;0.33368016890815766;0.3372632996138424
Utilization Per Link;1;<10-12>; - ; - ; ;0.28114368608702034;0.2692882159274387;0.27553661010590097;0.27330437715122835;0.27929653536223664;0.2757445828538603;0.2776379497448568;0.2821943362233131;0.27255747824023463;0.27608691316167827
Utilization Per Link;1;<12-14>; - ; - ; ;0.2895896314122997;0.28536333228795147;0.28372820905141355;0.28086390900590835;0.2840208195824877;0.2876521347748732;0.2815905735817554;0.2794676611497081;0.2829131668834333;0.2780801920031403
Utilization Per Link;1;<12-11>; - ; - ; ;0.1893847948551136;0.18886480393562777;0.1906647543339933;0.18734553604587037;0.1990183854261044;0.1969163371917257;0.1911722267348372;0.19052350765225717;0.19312716269222954;0.19136937371981286
Utilization Per Link;1;<12-10>; - ; - ; ;0.2854612365514707;0.27092318169834273;0.2818043331920687;0.28869747044569694;0.2829199772724768;0.2853027473818284;0.2880953611934306;0.28403963672679083;0.2873801128766353;0.28520685080527525
Utilization Per Link;1;<10-9>; - ; - ; ;0.48838473055663606;0.4925940233915196;0.4958047084851579;0.4901910583134791;0.4853944579966945;0.5029057397539224;0.5013575375522785;0.4978137732573839;0.48986660035615937;0.48640271050857903
Utilization Per Link;1;<9-10>; - ; - ; ;0.5261929006615162;0.5153227323963167;0.5166444596369553;0.5189255069409437;0.5250854054281404;0.5243709838060072;0.5188803536678558;0.5238702824277514;0.5186450212644331;0.517980949281663
Utilization Per Link;1;<6-1>; - ; - ; ;0.29103335515984297;0.28674808515222927;0.2824568314501464;0.2902960222866609;0.286288009909855;0.2891734497179453;0.2837741890191278;0.2916647136553162;0.2886516085772192;0.28695727825886047
Utilization Per Link;1;<1-6>; - ; - ; ;0.3159649297768644;0.30914052627646854;0.3200330546628715;0.31053197143048733;0.31683280166811173;0.32143540431273476;0.31883277279940675;0.31063692228155254;0.3192404513490156;0.31475457011225044
Utilization Per Link;1;<10-13>; - ; - ; ;0.41052430810255636;0.39658733897497933;0.40454179466215506;0.4060351200872693;0.4037756849427453;0.4059431601517194;0.40074628217057534;0.39973306949089416;0.4035459425696288;0.4014643648689037
Utilization Per Link;1;<8-9>; - ; - ; ;0.3480834331709493;0.34212839748530355;0.3419542798505698;0.34409510399952653;0.3491724261912694;0.3510874446082208;0.34249875667756613;0.34281140471162724;0.34697306418957824;0.3443227993192141
Utilization Per Link;1;<7-4>; - ; - ; ;0.3672831009184209;0.3768948037650233;0.3776539062633503;0.36612982254929727;0.37484054635331576;0.3731442083480094;0.3762498244914373;0.3771273017868682;0.3822611935108267;0.3803017304161947
Utilization Per Link;1;<1-3>; - ; - ; ;0.1935451552415129;0.19464292697145394;0.1897770417717864;0.19176713193394013;0.1878473790500377;0.18357616285103484;0.18373311673061496;0.19168469866987442;0.19488231411515888;0.18521490779732952
Utilization Per Link;1;<8-7>; - ; - ; ;0.3104655996619882;0.31703853053062914;0.3050944465804353;0.31000304433580117;0.31428225191619086;0.3155894923176887;0.31603173457592443;0.3123533371562752;0.3065604910828798;0.31627206651351164
Utilization Per Link;1;<1-2>; - ; - ; ;0.1927645586829145;0.19192625096616842;0.1865071889627991;0.18650270119195744;0.18932448551387315;0.1879717769079839;0.18281135222313302;0.19216036301085487;0.19397153283624366;0.1909255174387224
Utilization Per Link;2;<5-4>; - ; - ; ;0.3686644289049055;0.3761801459444284;0.378545240535332;0.3727483003552628;0.38552734587725834;0.37889678258319837;0.3686514379893708;0.37516842918834314;0.3683324125967423;0.3803458601626104
