Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Utilization ;1;all; - ; - ; ;0.2540587491247818;0.2520098131487493;0.2523927722947384;0.2549849465884616;0.2553325012513333;0.25556206711415036;0.2534492330157563;0.2537974596900106;0.25829580942968694;0.25370523370309944
Utilization ;2;all; - ; - ; ;0.4922938582794012;0.5032679735416511;0.4949096937909743;0.49839870025511723;0.4992878087509065;0.4976045360946808;0.49712511925082215;0.49969761804940827;0.4986535369545594;0.49752486085621095
Utilization ;3;all; - ; - ; ;0.7200978355885824;0.7225503099452055;0.724306348778548;0.7200559516322791;0.7170848449133191;0.7252543090724644;0.7248345515099317;0.7232654548358378;0.7171885040064092;0.7189283040500366
Utilization ;4;all; - ; - ; ;0.8151689137158782;0.8124487738376952;0.8168359137144549;0.8163753791427598;0.8139736157991456;0.817999595010648;0.8155813005434535;0.8166125866841223;0.818307338792141;0.8145204084688273
Utilization ;5;all; - ; - ; ;0.8556703732461631;0.8555901757282838;0.8544724461071672;0.8532563443578689;0.8558203868646602;0.8549905561901312;0.8567933256613357;0.8560701825874537;0.8557658719463681;0.8550270818805898
Utilization ;6;all; - ; - ; ;0.8792716501747656;0.8792024365671158;0.8779862046936088;0.8797782915010693;0.8792516556078975;0.8799104264081454;0.8793529421621055;0.8794964085715208;0.8786080594307649;0.8791764865889928

Utilization Per Link;1;<5-4>; - ; - ; ;0.26321279908963535;0.25999827808222886;0.26224922388923855;0.2630753451322105;0.2637992243883475;0.2667777927509741;0.263967573044256;0.2621205791633015;0.26773083680212123;0.26506348635942656
Utilization Per Link;1;<2-5>; - ; - ; ;0.23091985346231303;0.23580508389980948;0.2340241717326021;0.23091329021052412;0.23440072270636;0.23141589055590578;0.23297869313928118;0.2362840016370832;0.23692482955510347;0.23311547330279075
Utilization Per Link;1;<5-6>; - ; - ; ;0.26138953772745765;0.2634872827638566;0.2567235149083139;0.26431535052257155;0.26637613671528115;0.2644914103754277;0.2618867726769002;0.2619331895906358;0.2641155082402526;0.2573651913075656
Utilization Per Link;1;<2-3>; - ; - ; ;0.2849064674233154;0.28112328931212743;0.282892672116911;0.286270425937574;0.2855726749119053;0.28603824154763496;0.28479409357251695;0.28474887451462094;0.28850784595573836;0.28598670879125687
Utilization Per Link;1;<5-2>; - ; - ; ;0.23058415436368557;0.2275819033929263;0.23019984228231094;0.23521329320517212;0.23264888349853635;0.23320626079318066;0.2306905139799569;0.23259682668024007;0.2358882350592426;0.23234452829434787
Utilization Per Link;1;<4-3>; - ; - ; ;0.22536547080725058;0.2202283911797881;0.22547747032811716;0.23067476716677512;0.22678897273879695;0.22750381816548915;0.22057998682357788;0.22413781830522353;0.23042923167530305;0.22941155331956178
Utilization Per Link;1;<4-5>; - ; - ; ;0.26646612563511357;0.2605758192834796;0.25786020523263303;0.26349349664102;0.2650121282903501;0.2595192355683372;0.261315869593438;0.25969457171662325;0.265722082472381;0.2566700855468794
Utilization Per Link;1;<3-4>; - ; - ; ;0.22565105960331866;0.22349491909481498;0.22388796554168694;0.22542726020423826;0.22709277892571156;0.23396120943511192;0.23142542349194434;0.22459257928308288;0.22987677058066536;0.22865618043702127
Utilization Per Link;1;<2-1>; - ; - ; ;0.2833657003962968;0.2832728166581957;0.28133623314267897;0.2823200970263174;0.28853631998722923;0.28314808991904583;0.2857037902155077;0.2851278212000559;0.2882812266043718;0.28095266972120875
Utilization Per Link;1;<3-2>; - ; - ; ;0.28504511923656506;0.284840211022268;0.2837904401121944;0.28321090248453884;0.2887321694167376;0.28452589864143524;0.28576350832011066;0.2860966370197334;0.2916682638077811;0.27932076582916443
Utilization Per Link;1;<6-1>; - ; - ; ;0.22592397109174858;0.2210859561385174;0.22719609399175947;0.2318885694606639;0.2243178710108963;0.2303501981453199;0.22197062258556857;0.22137521336807248;0.22896864612344567;0.22641341997824116
Utilization Per Link;1;<1-6>; - ; - ; ;0.22625358108985086;0.22659050299962535;0.22365885065732544;0.22716514938260948;0.2270795775561828;0.2252239740863918;0.22623983070303388;0.22652836422802955;0.23031279010571884;0.2260001597141213
Utilization Per Link;1;<6-5>; - ; - ; ;0.26245458129948457;0.25966869303946805;0.25937589215304985;0.26122156340151437;0.26008020643048824;0.26444698988809123;0.25640927739347125;0.2619513570708441;0.26647690633764787;0.26578287365615644
Utilization Per Link;1;<1-2>; - ; - ; ;0.28528406652092875;0.28038423721538824;0.28482623603749285;0.2845997414627767;0.2842173509418241;0.2872599297257978;0.28456330668105295;0.2859766018826275;0.29123815869593783;0.2847901755856909
Utilization Per Link;2;<5-4>; - ; - ; ;0.5227172860579495;0.5304803901017053;0.5255938370317353;0.5148220684973934;0.5235437566755503;0.5153217740244715;0.5175922099442055;0.5169297707104314;0.5186637918126619;0.5221848141826056
Utilization Per Link;2;<2-5>; - ; - ; ;0.44213220834706707;0.45589939009173286;0.4408105241617487;0.45062333423174783;0.45640211521374996;0.4419349364637095;0.4448134339532176;0.4480913165433971;0.4432403996845575;0.4429227432894956
Utilization Per Link;2;<5-6>; - ; - ; ;0.5100721209035786;0.526541141356988;0.5122624751694449;0.5264949989518517;0.5227583874864021;0.5259380209425093;0.5213593916888837;0.5250241817147275;0.527888604398143;0.5236045728146819
Utilization Per Link;2;<2-3>; - ; - ; ;0.5555043222631544;0.5643460455784373;0.5620570179378961;0.5513029427324861;0.548352798490717;0.5442110621986554;0.5460140847882008;0.5528813923077585;0.5496861867257494;0.5576723914193507
Utilization Per Link;2;<5-2>; - ; - ; ;0.440419399275296;0.44575649587239435;0.4470084049551241;0.44769290470061907;0.4542843060921191;0.45158004671639085;0.4482280967068844;0.45670968965551934;0.45243763663043124;0.44203750286987725
Utilization Per Link;2;<4-3>; - ; - ; ;0.432593832040642;0.4561201199852267;0.4446481548028924;0.44761362161729745;0.44278930714022424;0.4501674003533597;0.44584548657900674;0.4380376875392992;0.4454760977849804;0.4463232813264115
Utilization Per Link;2;<4-5>; - ; - ; ;0.5112470427933875;0.524047255412808;0.515594760378904;0.5168709759530479;0.5197100689765488;0.5241239680971089;0.5213145469609317;0.5194728935206019;0.5204985326266023;0.5194631359865642
Utilization Per Link;2;<3-4>; - ; - ; ;0.4331307709200589;0.44749114085787944;0.4432006458439421;0.43437324688808243;0.4491280108605613;0.4417891973367722;0.44489608600603686;0.44566688128249843;0.44948836582516927;0.43385891753759276
Utilization Per Link;2;<2-1>; - ; - ; ;0.5453082731910047;0.5594867187733976;0.5437711745974905;0.561404485970114;0.5589693199173545;0.5577240239970357;0.5578536669361762;0.5551528264406612;0.5532243783627478;0.5535362700765596
Utilization Per Link;2;<3-2>; - ; - ; ;0.5452215035087319;0.5600086095888313;0.5469852214535806;0.5561687329679917;0.5586116102177293;0.5627796743828525;0.5606910130865613;0.5508865380968121;0.562845731141244;0.5538212849000352
Utilization Per Link;2;<6-1>; - ; - ; ;0.44207673264854647;0.44131978758022317;0.44419868435500465;0.4468083380748694;0.45358366024816504;0.44767892971582285;0.44557771588856787;0.4459741562603071;0.4424499146527915;0.4433936254105091
Utilization Per Link;2;<1-6>; - ; - ; ;0.4321655486678755;0.44743117319995507;0.4332883139180818;0.44623311771928925;0.435510311542341;0.4370958983419546;0.4383910550115356;0.4497348496191729;0.4356346639515369;0.4446403936952619
Utilization Per Link;2;<6-5>; - ; - ; ;0.5257389522754536;0.5271523223430086;0.5128053284620538;0.5236673354695168;0.514508205312495;0.5136675101568151;0.5185952644765619;0.5296524970303146;0.5215764781041944;0.5229792421565577
Utilization Per Link;2;<1-2>; - ; - ; ;0.553786023018817;0.5596710388405006;0.5565111700056816;0.5535056997973489;0.5518774643388513;0.552451062597957;0.5485796174847082;0.5615519719701711;0.5580387356631806;0.558909876321389
Utilization Per Link;3;<5-4>; - ; - ; ;0.7569606654089086;0.7728221733097876;0.7613363329639911;0.7689573663143012;0.7629030036234934;0.7558300392297878;0.7727000419249512;0.7550696253706038;0.7503474780143564;0.7617934397428552
Utilization Per Link;3;<2-5>; - ; - ; ;0.6620246508749452;0.655171368250829;0.6417580530849837;0.6524673584284071;0.6528860839098025;0.6608773295800571;0.6612273779933795;0.6516626488585301;0.6466815150879869;0.6497703610537305
Utilization Per Link;3;<5-6>; - ; - ; ;0.7519317172262177;0.7647238942293316;0.7690040078259878;0.760677736851044;0.7496741582567329;0.7538575699497851;0.7693549047205097;0.7650071372243749;0.7653026582417337;0.7575568482416515
Utilization Per Link;3;<2-3>; - ; - ; ;0.7957161930145027;0.8086685083700486;0.7923248385390205;0.7932324638896371;0.7820178380698506;0.7983442887231393;0.7943412541550862;0.7839340829914697;0.791610367442289;0.7862211391608751
Utilization Per Link;3;<5-2>; - ; - ; ;0.6406917867018139;0.6447999331197245;0.6535135607263038;0.6455049711017335;0.648026108266215;0.6495184619530774;0.6534927729364297;0.6597752023877189;0.642114040866868;0.6472522434841602
Utilization Per Link;3;<4-3>; - ; - ; ;0.6425834007127241;0.6347289851166518;0.6514245999660828;0.6473809630761002;0.6237352389223064;0.6474289022649263;0.6374344922588792;0.6519808293155338;0.6450758891584222;0.6441163816767814
Utilization Per Link;3;<4-5>; - ; - ; ;0.7606958544205962;0.7508492797891885;0.7670929286576988;0.7552975673544362;0.7555336946865142;0.7601334111939698;0.7632447668673422;0.7683808732369336;0.7571553169825921;0.7583690444105116
Utilization Per Link;3;<3-4>; - ; - ; ;0.6542836073428687;0.6284399674582624;0.6396406432485742;0.6466803671428302;0.6425661066690472;0.6545773565318286;0.6437956058655043;0.6445425688018582;0.6343930364647069;0.6394317172261698
Utilization Per Link;3;<2-1>; - ; - ; ;0.7864208317112328;0.7987087613172481;0.795017094400994;0.790977974425805;0.7898676618852268;0.7954800407270909;0.7969248045997857;0.7900206879685621;0.7902293394823312;0.7879097914732629
Utilization Per Link;3;<3-2>; - ; - ; ;0.7868307230058229;0.79241567594008;0.7964454376666013;0.7915140648239667;0.7935290579861934;0.8000060391898379;0.7920973457510827;0.7935244911608452;0.7976388764112693;0.7924653620020222
Utilization Per Link;3;<6-1>; - ; - ; ;0.6316378682159273;0.6465928987113051;0.6492401102027521;0.6337400303456797;0.650641626488586;0.6563676519031126;0.6588507571447046;0.6478011110113027;0.6397790455085455;0.6531612663332825
Utilization Per Link;3;<1-6>; - ; - ; ;0.6528032322143613;0.6563030425538323;0.6565456582716829;0.6409008375008389;0.6290148883498592;0.6412488894878452;0.6474776899350072;0.6384890795476056;0.6424808093512686;0.6350251799279096
Utilization Per Link;3;<6-5>; - ; - ; ;0.7650101817746352;0.7642820102017369;0.7653737310214704;0.7624767665877744;0.7641506703001449;0.7771023867277806;0.7657899609698468;0.7712820551213196;0.7498594266263288;0.7643356641611421
Utilization Per Link;3;<1-2>; - ; - ; ;0.7937789856157306;0.7971978408648461;0.8015718863235136;0.7909748550095739;0.7946416913724451;0.8027879595523957;0.7909519460166178;0.8042459747052685;0.7879712564509813;0.7875878178060959
Utilization Per Link;4;<5-4>; - ; - ; ;0.8536486439273867;0.854860000598902;0.8501489334092329;0.8576630581259268;0.8521870352069446;0.8526423202467417;0.8583549945597592;0.8596613312171164;0.8647915231735451;0.8455164255981784
Utilization Per Link;4;<2-5>; - ; - ; ;0.7672263648070194;0.7680991026063317;0.771431013485918;0.7785882270735439;0.7750555006538244;0.7802314357300654;0.7671016380678367;0.7767696822686851;0.7739552201559137;0.7784959422633436
Utilization Per Link;4;<5-6>; - ; - ; ;0.8544586440271951;0.8504582796794048;0.8523019545014681;0.8518978278880953;0.8541046526717129;0.8532712943830547;0.8642872508210389;0.8574666097685432;0.8679196238733;0.8555443755677165
Utilization Per Link;4;<2-3>; - ; - ; ;0.8626502560416727;0.8663789566675694;0.867254639195872;0.8618831541540737;0.8694368580241397;0.8656720969465208;0.8682469130256517;0.8699295261481633;0.8706810059992408;0.8630513880154419
Utilization Per Link;4;<5-2>; - ; - ; ;0.78062867467233;0.7563550744167844;0.780335125126007;0.7787861228401433;0.7690486778666311;0.7738819013964584;0.7737062408289487;0.7729138092813855;0.7830327962946768;0.7631712983759075
Utilization Per Link;4;<4-3>; - ; - ; ;0.749415571127654;0.7333040607312299;0.7471911029257966;0.7490340041325856;0.7326852184589762;0.7376144950538235;0.7527479561584585;0.7428482017189164;0.75297906746922;0.743923726529511
Utilization Per Link;4;<4-5>; - ; - ; ;0.8628126653290596;0.8511841304065362;0.8646662723724491;0.8520210573074272;0.8527249473442418;0.8650710228690214;0.8534451082562183;0.8567967338464163;0.8545860409866542;0.8520217061459677
Utilization Per Link;4;<3-4>; - ; - ; ;0.72771177093008;0.7407283712154992;0.737387127042572;0.7437757913335715;0.7463424220644854;0.7513830742970093;0.7457630591241954;0.7478295101768005;0.741276365306083;0.7475612653350305
Utilization Per Link;4;<2-1>; - ; - ; ;0.8680187214885349;0.8732553229719184;0.8736652392218065;0.870839297657216;0.8642773685104128;0.869223215444359;0.8721121442617968;0.870547370207314;0.8730826320885524;0.8754219696742735
Utilization Per Link;4;<3-2>; - ; - ; ;0.8758913544754708;0.8714678225975557;0.879937711496386;0.8736720520268795;0.874083540462588;0.8755568282773929;0.8730116591301692;0.8726274718254244;0.8739779794168064;0.8653322552630665
Utilization Per Link;4;<6-1>; - ; - ; ;0.7565581109813203;0.7488650066380991;0.7501476107766918;0.7422069246049439;0.749380758442382;0.7468814821469697;0.729360993821033;0.7396658231765012;0.744915376476081;0.7413036414817726
Utilization Per Link;4;<1-6>; - ; - ; ;0.7299811836811881;0.7417961848291404;0.7326010191756722;0.7387077131934021;0.7361554816877739;0.7488887142015905;0.7486697810918684;0.742608730372628;0.7388483364777377;0.7429981582966027
Utilization Per Link;4;<6-5>; - ; - ; ;0.8546212280018809;0.8512218628654679;0.85676386767686;0.8608738108785607;0.8557798790165606;0.8627518991005674;0.8469237814312306;0.8534948442288648;0.8500810798670564;0.855722606534281
Utilization Per Link;4;<1-2>; - ; - ; ;0.8687416025314756;0.8663086575030564;0.8718711755956767;0.8693062667824117;0.8643682807774183;0.8689245500553957;0.8644066870302417;0.8694165693409102;0.8661756955050389;0.8732209594824859
Utilization Per Link;5;<5-4>; - ; - ; ;0.8861861268329945;0.880746763293743;0.8884287375597554;0.8775585701593607;0.8867456003752657;0.8841723315265775;0.8824107347846508;0.8820083550444341;0.8818896175844663;0.8839014913305085
Utilization Per Link;5;<2-5>; - ; - ; ;0.8400572225715743;0.8379523652661496;0.8422045788039161;0.8390083999640672;0.8312311961588672;0.8434640992622993;0.8380000299463501;0.8390849130057141;0.8353334531188985;0.8518633645774037
Utilization Per Link;5;<5-6>; - ; - ; ;0.8920208327094526;0.8808505525110192;0.8856928348256918;0.8762765150381187;0.8893459707124498;0.887703360983832;0.8903790465067629;0.885348101897591;0.8802806476406951;0.881101578175092
Utilization Per Link;5;<2-3>; - ; - ; ;0.8880641900997371;0.8838423721538312;0.893564344822777;0.8947764751095385;0.8874473192984739;0.8903167330478444;0.8932079328002843;0.8803988360833918;0.8917022280118616;0.9003752033859228
Utilization Per Link;5;<5-2>; - ; - ; ;0.8363486608969709;0.8311940127172923;0.8294452430149796;0.8343739705926311;0.8457242286307429;0.832044365585586;0.8434389442897348;0.8321505006039634;0.8346442867267797;0.8299881961289066
Utilization Per Link;5;<4-3>; - ; - ; ;0.8091440820930109;0.808223230417504;0.79827488795057;0.7988752133680632;0.798249109094778;0.7792542099641858;0.8096927000668575;0.8022300332405677;0.804949665099525;0.7911101128978726
