Metrics;load point;link;number of slots;slot; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Utilization ;1;all; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization ;2;all; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization ;3;all; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization ;4;all; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0


Utilization Per Link;1;<16-12>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<17-23>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<12-11>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<16-17>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<12-13>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<16-15>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<22-16>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<22-17>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<17-22>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<6-11>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<23-22>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<23-24>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<1-2>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<12-16>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<3-2>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<12-9>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<1-6>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<3-4>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<3-5>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<5-3>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<5-4>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<10-9>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<3-7>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<7-3>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<10-8>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<7-4>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<5-8>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<7-6>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<15-11>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<7-8>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<9-6>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<16-22>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<7-9>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<9-7>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Utilization Per Link;1;<21-16>; - ; - ; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
