Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5
External Fragmentation Per Link;1;<6-5>; ;4.946783563742155E-4;2.4995616440400513E-4;2.6132821008549008E-5;5.717142941049363E-4;0.0012744564257786692
External Fragmentation Per Link;2;<1-2>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;2;<2-1>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;2;<2-3>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;2;<3-2>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;2;<1-6>; ;1.8598386589963295E-4;0.0020409356070639462;3.019851664231736E-4;0.0;0.0
External Fragmentation Per Link;2;<2-5>; ;0.0;0.0;0.0;7.864279894931114E-5;0.0
External Fragmentation Per Link;2;<3-4>; ;0.0;0.002393691328415978;0.0018915649255198748;0.0;8.908547082784792E-5
External Fragmentation Per Link;2;<4-3>; ;0.002559430219256712;0.0;9.659369858229019E-4;0.0013857739906554033;0.0
External Fragmentation Per Link;2;<5-2>; ;1.880480807683883E-4;0.0;0.0019417258450705457;0.0;0.0
External Fragmentation Per Link;2;<6-1>; ;0.0;9.043190186795647E-4;0.0;7.81725006514335E-4;0.0
External Fragmentation Per Link;2;<4-5>; ;1.1908057885069195E-5;3.4925813572281766E-4;8.859717851331529E-4;4.2646300433437067E-4;0.0
External Fragmentation Per Link;2;<5-4>; ;6.265104741335226E-4;0.0030840938472638324;9.025230537394271E-4;7.138498264471945E-4;0.0
External Fragmentation Per Link;2;<5-6>; ;0.0;8.380477725935477E-4;0.001437971403221436;4.409434106918738E-4;2.7220560530731293E-6
External Fragmentation Per Link;2;<6-5>; ;7.837834476750618E-4;0.001631481456320499;9.709739958539661E-4;0.0013857739906554033;0.003233015105560251
External Fragmentation Per Link;3;<1-2>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<2-1>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<2-3>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<3-2>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<1-6>; ;0.0;2.149813503678528E-4;0.0016209502916532527;0.0;0.0
External Fragmentation Per Link;3;<2-5>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<3-4>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<4-3>; ;0.0;0.0;0.0;0.0;2.652023724820692E-4
External Fragmentation Per Link;3;<5-2>; ;0.0;0.0;0.0;0.0;0.0
External Fragmentation Per Link;3;<6-1>; ;7.022904616928689E-4;7.074386296988667E-4;9.66196170651053E-4;0.0012371719250352945;0.0
External Fragmentation Per Link;3;<4-5>; ;7.022904616928689E-4;3.549692064213384E-5;9.66196170651053E-4;0.0012371719250352945;0.0
External Fragmentation Per Link;3;<5-4>; ;0.0;0.0;5.030472697402724E-4;0.0;2.416986528950265E-4
External Fragmentation Per Link;3;<5-6>; ;0.0;2.354196283676454E-5;1.3396565120703138E-5;7.796279832175228E-4;0.0
External Fragmentation Per Link;3;<6-5>; ;0.0;8.999219317724072E-6;0.0;0.0;1.4426596594011364E-5


